鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,建物,台北市中山區中山北路二段27巷2號3樓之7,4.65,,,,1011201,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0700511,31.76,1,0,1,有,有,有,9000,283,,0.0,0,,RPUOMLSLKIHFFCA18CC
中山區,建物,台北市中山區中山北路二段59巷45號8樓之9,0.0,商,,,1011101,土地0建物0車位0,八層,16,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880928,67.71,3,1,2,有,有,有,45000,665,,0.0,0,,RPSPMLSLKIHFFCA08CC
中山區,建物,台北市中山區明水路397巷7弄18號5樓,0.0,住,,,1011225,土地0建物1車位2,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940824,259.09,3,2,2,有,有,有,74188,286,坡道機械,14.64,0,,RPUPMLSLKIHFFCA28CC
中山區,建物,台北市中山區中山北路二段65巷2弄13號6樓,0.0,商,,,1011224,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990902,52.95,1,1,1,有,有,有,20000,378,,0.0,0,,RPPRMLSLKIHFFCA97CC
中山區,建物,台北市中山區中山北路1段83巷32號14樓之2,0.0,住,,,1011218,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970314,183.01999999999998,3,2,2,有,無,有,71000,388,,0.0,0,,RPURMLSLKIHFFCA48CC
中山區,建物,台北市中山區南京東路3段89巷27弄1號15樓,0.0,住,,,1011224,土地0建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980901,183.46,3,2,2,有,有,有,79000,431,,0.0,0,,RPOSMLSLKIHFFCA97CC
中山區,建物,台北市中山區樂群三路７３號４樓,0.0,商,,,1011204,土地0建物1車位1,四層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970201,174.26,3,2,2,有,有,無,55000,316,坡道平面,40.86,0,,RPUSMLSLKIHFFCA58CC
中山區,建物,台北市中山區農安街8號8樓之10,0.0,商,,,1011225,土地0建物1車位0,八層,14,辦公商業大樓,商業用,鋼筋混凝土造,0980622,50.09,1,1,1,有,有,有,23500,469,,0.0,0,,RPWSMLSLKIHFFCA78CC
中山區,建物,台北市中山區南京東路二段188號8樓,0.0,商,,,1011228,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990528,136.03,3,2,2,有,有,有,64000,470,,0.0,0,,RPXSMLSLKIHFFCA88CC
大安區,建物,台北市大安區和平東路二段175巷37弄2號2樓之1,0.0,,,,1011219,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,110.0,3,2,2,有,無,有,28000,255,,0.0,0,,RPUNMLTLKIHFFFA48CC
大安區,建物,台北市大安區敦化南路一段314號14樓,0.0,其他,,,1011120,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,142.98,4,3,2,有,有,有,60000,420,,0.0,0,,RPPNMLLMKIHFFFA27CC
文山區,建物,台北市文山區萬慶街32巷3號三樓,0.0,住,,,1011231,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691009,110.38,3,2,1,有,無,有,18000,163,,0.0,0,,RPPNMLLMKIHFFAA76CC
內湖區,建物,台北市內湖區江南街71巷7號,12.96,,,,1011231,土地0建物0車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0700327,103.47,0,0,0,無,無,有,30000,290,,0.0,0,,RPPNMLLMKIHFFCA96CC
內湖區,房地(土地+建物),台北市內湖區內湖路2段488號4樓,18.87,商,,,1011217,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840112,165.51,3,2,2,有,有,無,36000,218,,0.0,0,,RPPNMLLJJHIFFCA56CC
中山區,建物,台北市中山區新生北路二段68巷13號7F-6,0.0,商,,,1011205,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,41.32,1,1,1,有,有,有,19000,460,,0.0,0,,RPPNMLMJJHIFFCA66CC
中山區,建物,台北市中山區中山北路一段53巷8號6F-7,0.0,商,,,1011205,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,36.84,1,1,1,有,有,有,18000,489,,0.0,0,,RPRNMLMJJHIFFCA86CC
中山區,建物,台北市中山區新生北路二段76號3F-7,0.0,商,,,1011212,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970925,31.990000000000002,1,1,1,有,有,有,18000,563,,0.0,0,,RPSNMLMJJHIFFCA96CC
中山區,建物,台北市中山區中山北路一段84號4F-8,0.0,商,,,1011219,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980327,33.97,1,1,1,有,無,有,19000,559,,0.0,0,,RPTNMLMJJHIFFCA07CC
中山區,建物,台北市中山區林森北路85巷77號4F-7,0.0,商,,,1011220,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960718,25.939999999999998,1,1,1,有,有,有,15000,578,,0.0,0,,RPUNMLMJJHIFFCA17CC
中山區,建物,台北市中山區新生北路二段68巷15號3F-1,0.0,商,,,1011221,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,34.73,1,1,1,有,有,有,17500,504,,0.0,0,,RPVNMLMJJHIFFCA27CC
中山區,建物,台北市中山區南京東路一段96之6號,0.0,,,,1011204,土地0建物1車位0,七層,11,辦公商業大樓,商業用,鋼筋混凝土造,,359.6,4,1,2,有,有,無,100000,278,,0.0,0,,RPOOMLMJJHIFFCA66CC
內湖區,房地(土地+建物),台北市內湖區大湖山莊街156號3樓,47.26,住,,,1011222,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760820,120.27,3,2,2,有,無,有,23000,191,,0.0,0,,RPPOMLMJJHIFFCA76CC
中山區,建物,台北市中山區林森北路308號15樓之3,0.0,商,,,1011226,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990409,65.95,1,1,1,有,有,有,35000,531,,0.0,0,,RPXOMLMJJHIFFCA57CC
中山區,建物,台北市中山區復興南路一段40號7樓-1,0.0,商,,,1011203,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701008,73.73,2,2,1,有,無,有,25000,339,,0.0,0,,RPRRMLMJJHIFFCA27CC
中山區,建物,台北市中山區中山北路二段168之5號8樓,0.0,商,,,1011214,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,45.83,1,1,1,有,有,有,23000,502,,0.0,0,,RPOSMLMJJHIFFCA07CC
中山區,建物,台北市中山區新生北路二段68巷9號4樓之5,0.0,商,,,1020102,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971229,59.8,2,2,1,有,有,有,28500,477,,0.0,0,,RPRSMLMJJHIFFCA37CC
中正區,房地(土地+建物),台北市中正區漢口街一段110號4樓之16,8.46,商,,,1011212,土地1建物1車位0,四層,9,辦公商業大樓,商業用,鋼筋混凝土造,,70.99000000000001,0,0,0,無,無,有,18000,254,,0.0,0,,RPSNMLMJJHIFFBA86CC
大同區,建物,台北市大同區市民大道一段201號9樓之8,0.0,其他,,,1011201,土地0建物0車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,102.1,2,1,1,有,有,有,50000,490,,0.0,0,,RPXNMLMJJHIFFBA37CC
中正區,建物,台北市中正區新生南路一段58巷10號4樓,0.0,住,,,1011202,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681130,95.7,2,2,1,有,無,有,25000,261,,0.0,0,,RPOOMLMJJHIFFBA56CC
內湖區,房地(土地+建物),台北市內湖區康寧路一段79號,26.62,住,,,1020101,土地1建物1車位0,一層,5,店面(店鋪),見使用執照,鋼筋混凝土造,0691203,88.99,0,0,0,無,無,無,80000,899,,0.0,0,,RPRPMLMJJHIFFCA17DC
大安區,車位,台北市大安區和平東路一段188巷8號,0.01,住,,,1011217,土地0建物0車位1,一層,1,其他,見其他登記事項,鋼筋混凝土造,0980810,4.88,0,0,0,有,無,無,4000,,塔式車位,4.88,4000,,RPPNMLMJJHIFFFA96CC
大安區,建物,台北市大安區敦化南路二段180號10樓,0.0,,,,1011213,土地0建物1車位0,十層,21,辦公商業大樓,住家用,鋼筋混凝土造,0781014,225.29,1,1,4,有,有,無,73000,324,,0.0,0,,RPQNMLMJJHIFFFA07CC
大安區,建物,台北市大安區光復南路346巷23號4樓,0.0,住,,,1011210,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691218,131.0,3,2,2,有,無,有,44444,339,,0.0,0,,RPVNMLMJJHIFFFA57CC
大安區,建物,台北市大安區安和路一段113號7樓之5,0.0,住,,,1011207,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.70000000000002,4,2,2,有,有,有,66000,435,,0.0,0,,RPQOMLMJJHIFFFA17CC
大安區,建物,台北市大安區敦化南路二段70號16樓之3,0.0,其他,,,1011226,土地0建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751020,284.71999999999997,4,2,3,有,有,有,153000,537,坡道平面,0.0,0,,RPUOMLMJJHIFFFA57CC
大安區,建物,台北市大安區大安路一段52巷1號6樓,0.0,住,,,1011202,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,149.82,4,2,2,有,有,有,40000,267,,0.0,0,,RPVOMLMJJHIFFFA67CC
大安區,建物,台北市大安區新生南路一段145巷21之1號六樓,33.43,住,,,1011202,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),,鋼筋混凝土造,,166.13,3,2,2,有,無,有,39000,235,,0.0,0,,RPOPMLMJJHIFFFA07CC
大安區,建物,台北市大安區永康街31巷12弄1號,161.0,,,,1020101,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,110.9,0,0,0,無,無,無,80000,721,,0.0,0,,RPPPMLMJJHIFFFA17CC
北投區,房地(土地+建物),台北市北投區榮華三路7號1樓,48.08,商,,,1011205,土地1建物1車位0,一層,1,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840421,85.63,1,1,1,有,有,無,33333,389,,0.0,0,,RPOOMLMJJHIFFEA86CC
士林區,建物,台北市士林區忠誠路2段10巷5號4F,0.0,住,,,1011227,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990602,163.3,3,2,2,有,無,有,70000,429,,0.0,0,,RPVPMLMJJHIFFEA67CC
士林區,建物,台北市士林區天母東路43巷4弄10號2樓,0.0,住,,,1011215,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910125,231.58999999999997,3,2,2,有,有,有,75000,324,,0.0,0,,RPQNMLNJJHIFFEA07CC
北投區,建物,台北市北投區榮華一路1號6樓,0.0,,,,1020115,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770726,125.25,3,2,2,有,有,有,50000,399,,0.0,0,,RPTNMLNJJHIFFEA37CC
士林區,建物,台北市士林區中山北路7段190巷4弄2-4號5樓,0.0,住,,,1011226,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660804,97.3,2,2,2,有,有,有,25000,257,,0.0,0,,RPTOMLNJJHIFFEA47CC
大安區,建物,台北市大安區仁愛路4段68號4樓-1,0.0,其他,,,1011228,土地0建物1車位0,四層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,,35.15,1,1,1,有,有,有,20000,569,,0.0,0,,RPWOMLNJJHIFFFA87CC
中正區,建物,台北市中正區忠孝西路一段66號29樓,0.0,商,,,1011228,土地0建物1車位0,二十九層,51,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,0821221,400.36,0,0,0,無,有,無,254331,635,,0.0,0,,RPOOMLNJJHIFFBA66CC
大同區,房地(土地+建物),台北市大同區太原路17號4樓之1,0.0,商,,,1011208,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000418,63.3,2,1,1,有,有,有,42000,664,,0.0,0,,RPPOMLNJJHIFFBA76CC
中山區,建物,台北市中山區新生北路2段68巷9號7樓之8,0.0,,,,1020108,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971229,99.94,3,1,1,有,有,有,64000,640,,0.0,0,,RPRNMLNJJHIFFCA96CC
內湖區,房地(土地+建物),台北市內湖區南京東路6段32號2樓,30.0,住,,,1020110,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681224,104.04,3,2,2,有,無,有,16000,154,,0.0,0,,RPPOMLNJJHIFFCA86CC
中山區,建物,台北市中山區松江路318號14樓,0.0,其他,,,1011227,土地0建物1車位3,十四層,14,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0980521,1380.69,0,0,0,無,有,無,788987,627,坡道平面,144.48,13333,,RPOPMLNJJHIFFCA86CC
內湖區,建物,台北市內湖區大湖山莊街176巷18號2樓之2,0.0,住,,,1011214,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971127,59.85,1,1,1,有,有,有,22000,368,,0.0,0,,RPPPMLNJJHIFFCA96CC
中山區,建物,台北市中山區堤頂大道二段500號7樓之1,0.0,其他,,,1011228,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0991201,153.14,1,1,1,有,有,有,67000,438,,0.0,0,,RPTPMLNJJHIFFCA37CC
